,price,Condition ,Date ,Views ,City,Motorbike Type ,Make Year,Make,Model,Engine size (cc),Lot No.,Kilometers
60,"Rs. 1,25,000",Used,16/11/2016,120,Kathmandu,Standard,2011,Bajaj,Pulsar 150,150,49,33000
61,"Rs. 2,39,999",Used,14/11/2016,316,Pokhara,Standard,2016,Bajaj,Pulsar 220F,220,73,9000
62,"Rs. 1,99,900",Used,4/12/2016,368,Kathmandu,Sportsbike,2015,Bajaj,Pulsar AS150,150,70,5000
63,"Rs. 2,20,000",Used,12/11/2016,58,Lalitpur,Standard,2016,Bajaj,Pulsar 220F,220,24,9700
64,"Rs. 2,20,000",Used,12/11/2016,530,Kathmandu,Standard,2016,Bajaj,Pulsar 220F,22,24,9700
65,"Rs. 2,30,000",Used,10/11/2016,106,Kathmandu,Sportsbike,2015,Bajaj,Pulsar 200NS,200,70,8500
66,"Rs. 2,70,000",Used,9/11/2016,600,Pokhara,Sportsbike,2016,Bajaj,Pulsar 200NS,200,12,700
67,"Rs. 1,40,000",Used,3/11/2016,380,Lalitpur,Standard,2013,Bajaj,Pulsar 150,150,55,37000
68,"Rs. 1,40,000",Used,2/11/2016,154,Bhaktapur,Cruiser,2014,Bajaj,Avenger,220,46,35000
69,"Rs. 2,80,000",Used,27/10/2016,233,Bharatpur,Standard,2016,Bajaj,Pulsar AS200,200,42,1200
70,"Rs. 2,80,000",Used,27/10/2016,58,Bharatpur,Standard,2016,Bajaj,Pulsar AS200,200,42,1200
71,"Rs. 2,30,000",Used,31/10/2016,507,Baglung,Standard,2016,Bajaj,Pulsar 220F,220,1,4500
72,"Rs. 1,65,000",Used,23/10/2016,668,Kathmandu,Standard,2013,Bajaj,Pulsar 220F,220,58,37500
73,"Rs. 2,55,000",Used,19/10/2016,75,Lalitpur,Standard,2016,Bajaj,Pulsar 220F,220,77,2500
74,"Rs. 1,65,000",Used,17/10/2016,74,Kathmandu,Standard,2011,Bajaj,Pulsar 220F,220,54,29700
75,"Rs. 2,00,000",Used,15/10/2016,224,Rajbiraj,Standard,2016,Bajaj,Pulsar 150,149,4,14000
76,"Rs. 1,70,000",Used,15/10/2016,865,Kathmandu,Sportsbike,2012,Bajaj,Pulsar 200NS,200,53,26000
77,"Rs. 2,70,000",Used,10/10/2016,475,Kathmandu,Sportsbike,2016,Bajaj,Pulsar 200NS,200,77,2000
78,"Rs. 19,500",Used,2/10/2016,925,Bhairahawa,Standard,2014,Bajaj,Pulsar 220F,220,14,15000
79,"Rs. 19,500",Used,2/10/2016,627,Bhairahawa,Standard,2014,Bajaj,Pulsar 220F,220,14,15000
80,Contact Seller,Used,27/9/2016,505,Kathmandu,Standard,2016,Bajaj,Pulsar 220F,220,75,6000
81,"Rs. 13,000",Used,24/9/2016,705,Lalitpur,Standard,2011,Bajaj,Pulsar 220F,220,46,45000
82,"Rs. 13,000",Used,24/9/2016,440,Lalitpur,Standard,2011,Bajaj,Pulsar 220F,220,46,45000
83,"Rs. 1,15,000",Used,24/9/2016,615,,Standard,2012,Bajaj,Pulsar 150,150,10,46000
84,"Rs. 2,20,000",Used,22/9/2016,111,Kathmandu,Standard,2016,Bajaj,Pulsar 150,150,75,300
85,Rs. 175.00,Used,22/9/2016,137,Kathmandu,Standard,2015,Bajaj,Pulsar 150,150,70,9000
86,"Rs. 1,00,000",Used,18/9/2016,219,Janakpur,Standard,2010,Bajaj,Pulsar 220F,220,4,45000
87,"Rs. 1,15,000",Used,16/9/2016,902,,Standard,2011,Bajaj,Pulsar 150,150,6,42
88,"Rs. 2,25,000",Used,12/9/2016,72,Nepalgunj,Standard,2015,Bajaj,Pulsar AS200,200,12,10000
89,Contact Seller,Used,5/9/2016,743,Kathmandu,Standard,2014,Bajaj,Pulsar 220F,220,63,20000
90,"Rs. 1,00,000",Used,4/9/2016,383,Gaidakot,Standard,2015,Bajaj,Discover 125,125,32,26000
91,"Rs. 1,50,000",Used,1/9/2016,659,Birat Chowk,Standard,2013,Bajaj,Pulsar 150,150,12,25000
92,"Rs. 1,60,000",Used,31/8/2016,533,Itahari,Standard,2012,Bajaj,Pulsar 220F,220,12,31000
93,"Rs. 2,20,000",Used,28/8/2016,66,Kathmandu,Standard,2015,Bajaj,Pulsar 200,200,25,5560
94,Contact Seller,Used,27/8/2016,166,Kathmandu,Cruiser,2015,Bajaj,Avenger,220,68,30
95,"Rs. 1,10,000",Used,25/8/2016,249,Kathmandu,Standard,2013,Bajaj,Discover 125,125,53,30000
96,"Rs. 1,40,000",Used,24/8/2016,468,Bhaktapur,Standard,2011,Bajaj,Pulsar 220F,220,50,39000
97,Rs. 190.00,Used,22/8/2016,110,Kathmandu,Standard,2014,Bajaj,Pulsar 220F,220,60,20000
98,"Rs. 80,000",Used,20/8/2016,662,Damak,Standard,2010,Bajaj,Discover 135,135,2,6000
99,"Rs. 80,000",Used,20/8/2016,382,Damak,Standard,2010,Bajaj,Discover 135,135,2,6000
100,"Rs. 1,75,000",Used,17/8/2016,397,Kathmandu,Standard,2015,Bajaj,Pulsar 150,150,70,8000
101,"Rs. 1,30,000",Used,26/7/2017,1230,Attaria,Sportsbike,2013,Bajaj,Pulsar 200NS,200,3,20000
102,"Rs. 2,30,000",Used,19/8/2016,152,Kathmandu,Sportsbike,2015,Bajaj,Pulsar 200NS,200,70,9500
103,"Rs. 1,65,000",Used,8/8/2016,640,Kathmandu,Sportsbike,2015,Bajaj,Pulsar AS150,150,70,8600
104,"Rs. 2,10,000",Used,7/8/2016,93,Narayanghat,Standard,2011,Bajaj,Pulsar 220F,220,41,1400
105,"Rs. 2,10,000",Used,3/8/2016,69,Kathmandu,Standard,2015,Bajaj,Pulsar 150,150,70,8000
106,Rs. 2.00,Used,6/8/2016,342,Kathmandu,Sportsbike,2015,Bajaj,Pulsar AS150,150,70,8000
107,"Rs. 1,05,000",Used,2/8/2016,688,Kathmandu,Standard,2012,Bajaj,Pulsar 220S,220,48,170892
108,Contact Seller,Used,2/8/2016,308,Kathmandu,Standard,2012,Bajaj,Pulsar 220S,220,48,178900
109,"Rs. 2,02,000",Used,24/7/2016,85,Janakpur,Standard,2016,Bajaj,Pulsar 150,150,9,200
110,"Rs. 2,02,000",Used,24/7/2016,424,Janakpur,Standard,2016,Bajaj,Pulsar 150,150,9,200
111,"Rs. 2,55,000",Used,23/7/2016,1205,Pokhara,Standard,2016,Bajaj,Pulsar 220F,220,73,5000
112,"Rs. 2,20,000",Used,22/7/2016,794,Kathmandu,Standard,2015,Bajaj,Pulsar 220F,220,70,13000
113,"Rs. 1,30,000",Used,21/7/2016,435,Kathmandu,Standard,2014,Bajaj,Discover 125 ST,125,54,9000
114,"Rs. 80,000",Used,19/7/2016,1428,Janakpur,Standard,2008,Bajaj,Pulsar 150,150,3,10000
115,"Rs. 1,35,000",Used,1/10/2016,255,Kathmandu,Standard,2011,Bajaj,Pulsar 150,150,4,40000
116,"Rs. 1,50,000",Used,10/7/2016,815,Kathmandu,Standard,2012,Bajaj,Pulsar 220F,223,48,34000
117,"Rs. 2,03,000",Used,9/7/2016,1121,Janakpur,Standard,2015,Bajaj,Pulsar 150,150,8,250
118,"Rs. 2,30,000",Used,6/7/2016,304,Dharan,Sportsbike,2016,Bajaj,Pulsar AS150,150,24,5000
119,"Rs. 1,25,000",Used,5/7/2016,876,Pokhara,Standard,2010,Bajaj,Pulsar 220,220,6,35000
120,"Rs. 1,25,000",Used,5/7/2016,201,Pokhara,Standard,2010,Bajaj,Pulsar 220,220,6,35000
121,"Rs. 1,12,000",Used,30/6/2016,558,Kathmandu,Standard,2010,Bajaj,Pulsar 150,150,42,29000
122,"Rs. 1,50,000",Used,28/6/2016,233,Gatthaghar,Standard,2015,Bajaj,Discover 125,125,70,6500
123,"Rs. 2,25,000",Used,27/6/2016,341,Kathmandu,Cruiser,2015,Bajaj,Avenger,200,68,8000
124,"Rs. 90,000",Used,26/6/2016,380,Kathmandu,Standard,2012,Bajaj,Discover 150,150,51,21000
125,"Rs. 2,20,000",Used,24/6/2016,240,Kathmandu,Sportsbike,2015,Bajaj,Pulsar AS150,150,69,5400
126,"Rs. 2,30,000",Used,20/6/2016,75,Kathmandu,Standard,2015,Bajaj,Pulsar 220F,220,70,3900
127,"Rs. 1,40,000",Used,18/6/2016,661,Bhairahawa,Standard,2011,Bajaj,Pulsar 150,150,17,23000
128,"Rs. 2,00,000",Used,16/6/2016,140,Pokhara,Standard,2014,Bajaj,Pulsar 220F,220,9,20000
129,"Rs. 1,85,000",Used,15/6/2016,415,Kathmandu,Standard,2015,Bajaj,Pulsar 150,150,66,9000
130,"Rs. 2,15,000",Used,15/6/2016,86,Kathmandu,Standard,2015,Bajaj,Pulsar 220F,220,67,11000
131,"Rs. 1,55,000",Used,14/6/2016,357,Damauli,Standard,2013,Bajaj,Pulsar 150,150,8,15000
132,"Rs. 2,65,000",Used,13/6/2016,435,Kathmandu,Sportsbike,2016,Bajaj,Pulsar 200NS,200,73,2900
133,"Rs. 2,65,000",Used,13/6/2016,165,Kathmandu,Sportsbike,2016,Bajaj,Pulsar 200NS,200,73,3000
134,"Rs. 2,30,000",Used,12/6/2016,282,Kathmandu,Sportsbike,2016,Bajaj,Pulsar AS150,150,72,1000
135,"Rs. 2,65,000",Used,9/6/2016,478,Kathmandu,Standard,2015,Bajaj,Pulsar AS200,200,72,2200
136,"Rs. 3,30,000",Used,6/6/2016,915,Kathmandu,Sportsbike,2015,Bajaj,Pulsar RS200,200,69,4251
137,"Rs. 1,65,000",Used,4/6/2016,1258,Butwal,Standard,2014,Bajaj,Pulsar 150,150,18,32000
138,"Rs. 1,30,000",Used,30/5/2016,95,Butwal,Cruiser,2011,Bajaj,Avenger,220,10,45000
139,"Rs. 2,05,000",Used,29/5/2016,236,Waling,Sportsbike,2015,Bajaj,Pulsar AS150,150,22,4000
140,"Rs. 2,60,000",Used,25/5/2016,1370,Butwal,Sportsbike,2016,Bajaj,Pulsar 200NS,200,19,1600
141,"Rs. 2,05,000",Used,25/5/2016,181,Butwal,Sportsbike,2016,Bajaj,Pulsar 200NS,200,19,1600
142,"Rs. 1,75,000",Used,25/5/2016,163,Kathmandu,Standard,2014,Bajaj,Pulsar 150,150,62,23000
143,Contact Seller,Used,24/5/2016,220,Kathmandu,Cruiser,2015,Bajaj,Avenger,220,68,13145
144,"Rs. 1,20,000",Used,23/5/2016,715,Waling,Standard,2010,Bajaj,Pulsar 220,220,6,23000
145,"Rs. 2,50,000",Used,21/5/2016,458,Kathmandu,Standard,2016,Bajaj,Pulsar 220,220,72,1000
146,"Rs. 1,45,000",Used,21/5/2016,369,Kathmandu,Standard,2011,Bajaj,Pulsar 150,150,48,37000
147,"Rs. 98,000",Used,20/5/2016,536,Butwal,Cruiser,2008,Bajaj,Avenger,200,2008,25000
148,"Rs. 1,00,000",Used,16/5/2016,113,Lalitpur,Cruiser,2009,Bajaj,Avenger,200,28,10000
149,"Rs. 1,10,000",Used,16/5/2016,96,Butwal,Standard,2010,Bajaj,Pulsar 150,150,2010,53000
150,"Rs. 2,65,000",Used,20/9/2016,543,Kathmandu,Standard,2016,Bajaj,Pulsar 220F,220,74,1500
151,Contact Seller,Used,14/5/2016,863,Kathmandu,Sportsbike,2015,Bajaj,Pulsar RS200,200,70,1200
152,"Rs. 80,000",Used,10/5/2016,154,Kathmandu,Standard,2011,Bajaj,Discover 150,150,44,26000
153,"Rs. 2,20,000",Used,3/5/2016,306,Bhairahawa,Standard,2015,Bajaj,Pulsar AS200,200,22,1860
154,"Rs. 1,25,000",Used,30/4/2016,461,Lalitpur,Standard,2010,Bajaj,Pulsar 150,150,42,22000
155,"Rs. 75,000",Used,29/4/2016,1076,,Standard,2009,Bajaj,Pulsar 180,180,38,35000
156,"Rs. 1,80,000",Used,28/4/2016,99,Kathmandu,Standard,2014,Bajaj,Pulsar 150,150,65,11000
157,"Rs. 1,20,000",Used,27/4/2016,62,Kathmandu,Standard,2010,Bajaj,Pulsar 150,150,42,22000
158,"Rs. 2,50,000",Used,25/4/2016,331,Waling,Standard,2015,Bajaj,Pulsar AS200,200,23,3500
159,"Rs. 2,50,000",Used,25/4/2016,63,Waling,Sportsbike,2015,Bajaj,Pulsar 200NS,200,23,3500
160,"Rs. 70,000",Used,24/4/2016,182,Kathmandu,Standard,2010,Bajaj,Pulsar 150,150,35,70000
161,"Rs. 1,20,000",Used,23/4/2016,248,Kathmandu,Standard,2010,Bajaj,Pulsar 150,150,42,22000
162,"Rs. 1,20,000",Used,22/4/2016,59,Kathmandu,Standard,2010,Bajaj,Pulsar 150,150,41,47300
163,"Rs. 3,75,000",Used,22/4/2016,1127,Kathmandu,Sportsbike,2015,Bajaj,Pulsar RS200,200,72,1400
164,"Rs. 1,75,000",Used,21/4/2016,646,Bhaktapur,Sportsbike,2012,Bajaj,Pulsar 200NS,200,53,210000
165,"Rs. 1,50,000",Used,19/4/2016,1178,Kathmandu,Sportsbike,2013,Bajaj,Pulsar 200NS,200,53,34000
166,Rs. 150.00,Used,19/4/2016,163,Kathmandu,Sportsbike,2013,Bajaj,Pulsar 200NS,200,53,33000
167,"Rs. 1,20,000",Used,18/4/2016,364,Kathmandu,Standard,2010,Bajaj,Pulsar 150,150,42,22000
168,"Rs. 1,20,000",Used,18/4/2016,206,Kathmandu,Standard,2010,Bajaj,Pulsar 150,150,42,22000
169,"Rs. 1,30,000",Used,12/4/2016,185,Waling,Standard,2014,Bajaj,Pulsar 220F,220,9,12000
170,"Rs. 95,000",Used,11/4/2016,139,Waling,Cruiser,2011,Bajaj,Avenger,220,6,19584
171,"Rs. 1,80,000",Used,9/4/2016,96,,Cruiser,2012,Bajaj,Avenger,220,11,21400
172,"Rs. 90,000",Used,30/3/2016,852,Kathmandu,Standard,2007,Bajaj,Pulsar 200,200,29,28799
173,Contact Seller,Used,26/3/2016,1414,Butwal,Standard,2010,Bajaj,Discover 135,135,8071,76000
174,"Rs. 1,00,000",Used,22/3/2016,103,Kathmandu,Standard,2010,Bajaj,Discover 150,150,44,44000
175,"Rs. 2,50,000",Used,19/3/2016,273,Kathmandu,Standard,2015,Bajaj,Pulsar AS200,200,23,3602
176,"Rs. 1,50,000",Used,16/3/2016,821,Banepa,Standard,2014,Bajaj,Pulsar 150,150,55,32000
177,"Rs. 2,40,000",Used,16/3/2016,831,Kathmandu,Sportsbike,2015,Bajaj,Pulsar 200NS,200,71,800
178,"Rs. 2,65,000",Used,14/3/2016,1144,Itahari,Standard,2015,Bajaj,Pulsar 220F,220,24,500
179,"Rs. 2,40,000",Used,10/3/2016,529,Kathmandu,Standard,2015,Bajaj,Pulsar AS200,200,70,2700
180,"Rs. 1,30,000",Used,7/3/2016,5013,Kathmandu,Standard,2007,Bajaj,Pulsar 200,200,27,43320
181,"Rs. 2,20,000",Used,4/3/2016,563,Kathmandu,Standard,2014,Bajaj,Pulsar 220F,220,65,16000
182,"Rs. 2,40,000",Used,2/3/2016,242,Kathmandu,Sportsbike,2013,Bajaj,Pulsar 200NS,200,61,16000
183,"Rs. 2,35,000",Used,2/3/2016,454,Pokhara,Standard,2015,Bajaj,Pulsar 220F,220,10,6500
184,"Rs. 2,00,000",Used,14/3/2016,366,Kathmandu,Sportsbike,2014,Bajaj,Pulsar 200NS,200,60,23000
185,Rs. 2.00,Used,25/2/2016,461,Jeetpur,Sportsbike,2015,Bajaj,Pulsar AS150,150,36,4500
186,"Rs. 75,000",Used,25/2/2016,3626,Bhaktapur,Standard,2010,Bajaj,Pulsar 200,200,26,60000
187,"Rs. 3,50,000",Used,24/2/2016,3718,Kathmandu,Sportsbike,2016,Bajaj,Pulsar RS200,200,72,1500
188,"Rs. 1,75,000",Used,18/2/2016,133,Waling,Standard,2013,Bajaj,Pulsar 180,180,8,12000
189,"Rs. 1,65,000",Used,18/2/2016,101,Kathmandu,Standard,2013,Bajaj,Pulsar 150,150,59,20000
190,"Rs. 1,58,000",Used,17/2/2016,2395,Kathmandu,Standard,2012,Bajaj,Pulsar 220F,220,50,39000
191,"Rs. 1,95,000",Used,13/8/2016,492,Kathmandu,Cruiser,2015,Bajaj,Avenger,220,29,20000
192,"Rs. 95,000",Used,4/2/2016,163,Waling,Standard,2010,Bajaj,Pulsar 150,150,39,26000
193,"Rs. 2,10,000",Used,2/2/2016,325,Kirtipur,Standard,2015,Bajaj,Pulsar 150,150,71,2500
194,"Rs. 1,00,000",Used,30/1/2016,172,Kathmandu,Standard,2011,Bajaj,Pulsar 180,180,41,27000
195,"Rs. 2,55,000",Used,25/1/2016,792,Kathmandu,Standard,2015,Bajaj,Pulsar AS200,200,69,3500
196,"Rs. 1,85,000",Used,23/1/2016,84,Kathmandu,Sportsbike,2012,Bajaj,Pulsar 200NS,200,58,24000
197,"Rs. 2,10,000",Used,21/1/2016,242,Butwal,Standard,2012,Bajaj,Pulsar 220F,220,12,35000
198,"Rs. 1,35,000",Used,20/1/2016,671,Waling,Standard,2012,Bajaj,Pulsar 150,150,7,15600
199,"Rs. 1,90,000",Used,20/1/2016,584,Waling,Standard,2014,Bajaj,Pulsar 220F,220,8,25000
200,"Rs. 2,50,000",Used,19/1/2016,291,Birat Chowk,Standard,2016,Bajaj,Pulsar AS200,200,22,3100
201,"Rs. 1,45,000",Used,18/1/2016,361,Waling,Cruiser,2011,Bajaj,Avenger,220,6,19000
202,"Rs. 1,65,000",Used,16/1/2016,891,Kathmandu,Cruiser,2013,Bajaj,Avenger,200,53,25000
203,"Rs. 70,000",Used,13/1/2016,209,Lalitpur,Standard,2008,Bajaj,Pulsar 150,150,27,33000
204,"Rs. 1,25,000",Used,11/1/2016,118,Waling,Standard,2012,Bajaj,Pulsar 150,150,7,31000
205,"Rs. 3,75,000",Used,11/1/2016,98,Kathmandu,Sportsbike,2015,Bajaj,Pulsar RS200,200,70,2500
206,"Rs. 2,25,000",Used,10/1/2016,218,Madhyapur Thimi,Standard,2014,Bajaj,Pulsar 220F,220,62,26000
207,"Rs. 2,40,000",Used,10/1/2016,142,Madhyapur Thimi,Standard,2014,Bajaj,Pulsar 220F,220,9824,26000
208,"Rs. 1,90,000",Used,9/1/2016,332,Waling,Standard,2014,Bajaj,Pulsar 180,180,18,16900
209,"Rs. 2,40,000",Used,9/1/2016,66,Gatthaghar,Standard,2014,Bajaj,Pulsar 220F,1,62,26000
210,"Rs. 1,80,000",Used,8/1/2016,1492,Butwal,Standard,2015,Bajaj,Pulsar 150,150,9140,7500
211,"Rs. 1,70,000",Used,10/1/2016,583,Kathmandu,Sportsbike,2012,Bajaj,Pulsar 200NS,200,53,16500
212,"Rs. 3,50,000",Used,6/1/2016,3173,Kathmandu,Sportsbike,2016,Bajaj,Pulsar RS200,200,70,6000
213,"Rs. 2,30,000",Used,6/1/2016,1687,Bharatpur,Sportsbike,2015,Bajaj,Pulsar AS150,150,37,1900
214,"Rs. 2,55,000",Used,2/1/2016,358,Butwal,Standard,2015,Bajaj,Pulsar 220F,220,22,1800
215,"Rs. 2,55,000",Used,2/1/2016,44,Butwal,Standard,2015,Bajaj,Pulsar 220F,220,22,1800
216,"Rs. 1,20,000",Used,2/1/2016,151,Kathmandu,Standard,2011,Bajaj,Pulsar 150,150,12,15000
217,"Rs. 2,20,000",Used,2/1/2016,687,Lalitpur,Standard,2015,Bajaj,Pulsar 220F,220,62,6565
218,"Rs. 95,000",Used,24/12/2015,160,Kathmandu,Cruiser,2009,Bajaj,Avenger,200,71,25000
219,"Rs. 1,75,000",Used,23/12/2015,105,Pokhara,Standard,2012,Bajaj,Pulsar 180,180,9,15000
220,"Rs. 2,60,000",Used,22/12/2015,79,Kathmandu,Standard,2015,Bajaj,Pulsar 220F,220,69,2851
221,"Rs. 90,000",Used,19/12/2015,73,Waling,Cruiser,2007,Bajaj,Avenger,180,4,28000
222,"Rs. 1,65,000",Used,19/12/2015,79,Waling,Standard,2013,Bajaj,Pulsar 150,180,8,14500
223,"Rs. 2,45,000",Used,17/12/2015,64,Madhyapur Thimi,Standard,2015,Bajaj,Pulsar 220F,220,68,10000
224,"Rs. 1,20,000",Used,2/6/2018,1119,Dharan,Standard,1990,Bajaj,Other,150,1,20000
225,"Rs. 2,35,000",Used,2/12/2015,316,Bharatpur,Standard,2015,Bajaj,Pulsar 220F,220,34,9200
226,"Rs. 2,15,000",Used,26/11/2015,73,Kathmandu,Sportsbike,2012,Bajaj,Pulsar 200NS,200,58,20000
227,"Rs. 1,40,000",Used,24/11/2015,116,Kathmandu,Standard,2012,Bajaj,Pulsar 150,150,52,28000
228,"Rs. 2,30,000",Used,4/3/2016,244,Koholpur,Standard,2015,Bajaj,Pulsar 220F,220,5,4500
229,"Rs. 95,000",Used,17/11/2015,73,Butwal,Standard,2008,Bajaj,Discover 135,135,5,41000
230,"Rs. 2,30,000",Used,16/11/2015,1254,Butwal,Standard,2014,Bajaj,Pulsar 220F,220,20,18000
231,"Rs. 80,000",Used,7/11/2015,450,Kathmandu,Standard,2007,Bajaj,Pulsar 150,150,25,50000
232,"Rs. 95,000",Used,3/11/2015,774,Bardaghat,Standard,2012,Bajaj,Pulsar 150,150,9,48000
233,"Rs. 1,60,000",Used,2/11/2015,290,Lalitpur,Cruiser,2011,Bajaj,Avenger,220,50,20000
234,"Rs. 1,34,999",Used,7/1/2016,9689,Damak,Standard,2011,Bajaj,Pulsar 150,150,7,17000
235,"Rs. 2,00,000",Used,27/10/2015,1060,Dharan,Standard,2015,Bajaj,Pulsar 150,1500,20,1200
236,"Rs. 1,20,000",Used,23/10/2015,71,Banepa,Standard,2010,Bajaj,Pulsar 150,150,45,43500
237,"Rs. 2,40,000",Used,18/10/2015,563,Kathmandu,Standard,2015,Bajaj,Pulsar 220F,220,67,3700
238,"Rs. 1,91,000",Used,14/10/2015,2600,Dharan,Standard,2014,Bajaj,Pulsar 150,150,19,9000
239,"Rs. 1,50,000",Used,13/10/2015,460,Urlabari,Standard,2012,Bajaj,Pulsar 150,150,7,30000
240,"Rs. 1,60,000",Used,11/10/2015,407,Nepalgunj,Sportsbike,2013,Bajaj,Pulsar 200NS,200,4,69000
241,"Rs. 1,40,000",Used,9/10/2015,866,Hetauda,Standard,2013,Bajaj,Pulsar 150,150,27,17000
242,"Rs. 2,50,000",Used,9/10/2015,379,Kathmandu,Standard,2015,Bajaj,Pulsar 220F,220,67,3700
243,"Rs. 1,10,000",Used,7/10/2015,1115,Pokhara,Standard,2009,Bajaj,Pulsar 180,180,4,45
244,"Rs. 2,25,000",Used,7/10/2015,229,Kathmandu,Cruiser,2015,Bajaj,Avenger,220,22,1900
245,"Rs. 2,25,000",Used,5/10/2015,139,Butwal,Cruiser,2015,Bajaj,Avenger,220,15,1900
246,"Rs. 90,000",Used,4/10/2015,150,Pathari,Standard,2010,Bajaj,Other,135,6,39500
247,"Rs. 1,55,000",Used,7/10/2015,2406,Dharan,Cruiser,2012,Bajaj,Avenger,220,13,13500
248,"Rs. 1,10,000",Used,1/10/2015,168,Kusma,Standard,2013,Bajaj,Pulsar 180,180,54,14000
249,"Rs. 2,85,000",Used,30/9/2015,303,Kathmandu,Standard,2015,Bajaj,Pulsar AS200,200,70,200
250,"Rs. 1,70,000",Used,29/9/2015,2649,Pokhara,Standard,2013,Bajaj,Pulsar 180,180,9,14300
251,"Rs. 1,25,000",Used,26/9/2015,383,Butwal,Standard,2011,Bajaj,Pulsar 150,150,11,48300
252,"Rs. 1,65,000",Used,25/9/2015,752,Kathmandu,Sportsbike,2012,Bajaj,Pulsar 200NS,200,53,27000
253,"Rs. 2,60,000",Used,15/11/2015,602,Kathmandu,Sportsbike,2015,Bajaj,Pulsar 200NS,200,67,6500
254,"Rs. 1,50,000",Used,24/9/2015,112,Lalitpur,Standard,2011,Bajaj,Pulsar 180,180,49,9590
255,"Rs. 1,65,000",Used,24/9/2015,193,Biratnagar,Standard,2014,Bajaj,Pulsar 180,180,16,17000
256,"Rs. 1,80,000",Used,23/9/2015,87,Kathmandu,Standard,2014,Bajaj,Pulsar 150,150,57,14000
257,"Rs. 1,34,000",Used,21/9/2015,483,Kathmandu,Standard,2015,Bajaj,Pulsar 150,150,48,28000
258,"Rs. 1,33,000",Used,17/9/2015,206,Lalitpur,Standard,2011,Bajaj,Pulsar 150,150,48,28000
259,"Rs. 1,33,000",Used,17/9/2015,157,Kathmandu,Standard,2011,Bajaj,Pulsar 150,150,48,28000
260,"Rs. 1,30,000",Used,16/9/2015,211,Lekhnath,Cruiser,2006,Bajaj,Avenger,200,3,290000
261,"Rs. 13,000",Used,16/9/2015,1039,Pokhara,Cruiser,2006,Bajaj,Avenger,200,3,250000
262,"Rs. 12,000",Used,16/9/2015,170,Pokhara,Cruiser,2006,Bajaj,Avenger,200,3,250000
263,"Rs. 1,50,000",Used,15/9/2015,346,Pokhara,Standard,2010,Bajaj,Pulsar 220,220,5,22590
264,"Rs. 1,60,000",Used,13/9/2015,711,Biratnagar,Sportsbike,2012,Bajaj,Pulsar 200NS,200,13,14000
265,"Rs. 1,10,000",Used,22/12/2015,313,Kathmandu,Standard,2010,Bajaj,Pulsar 150,150,41,34000
266,"Rs. 1,65,000",Used,8/9/2015,215,Kathmandu,Cruiser,2010,Bajaj,Avenger,220,45,8000
267,"Rs. 1,60,000",Used,6/9/2015,827,Butwal,Cruiser,2011,Bajaj,Avenger,220,10,40000
268,"Rs. 1,42,900",New,3/9/2015,8239,Kathmandu,Standard,2015,Bajaj,Platina 100 ES,102,,
269,"Rs. 2,49,900",New,3/9/2015,29671,Kathmandu,Sportsbike,2015,Bajaj,Pulsar AS150,150,,
270,"Rs. 2,84,900",New,3/9/2015,16991,Kathmandu,Standard,2015,Bajaj,Pulsar AS200,200,,
271,"Rs. 1,90,000",Used,2/9/2015,106,Kathmandu,Cruiser,2013,Bajaj,Avenger,220,57,16000
272,"Rs. 1,85,000",Used,9/9/2015,818,Kathmandu,Sportsbike,2012,Bajaj,Pulsar 200NS,200,54,23000
273,"Rs. 60,000",Used,30/8/2015,1372,Kathmandu,Standard,2008,Bajaj,Pulsar 150,150,27,20000
274,"Rs. 3,95,999",Used,30/8/2015,352,Kathmandu,Sportsbike,2015,Bajaj,Pulsar RS200,200,70,10
275,"Rs. 80,000",Used,26/8/2015,236,Kathmandu,Standard,2008,Bajaj,Pulsar 200,200,27,32000
276,"Rs. 45,000",Used,25/8/2015,565,Lalitpur,Standard,2015,Bajaj,Pulsar 150,150,14,52000
277,"Rs. 1,15,000",Used,23/8/2015,920,,Standard,2011,Bajaj,Pulsar 150,150,11,26000
278,"Rs. 1,85,000",Used,13/8/2015,689,Butwal,Standard,2014,Bajaj,Pulsar 150,150,19,3300
279,"Rs. 1,20,000",Used,12/8/2015,1193,Kathmandu,Standard,2012,Bajaj,Pulsar 180,180,49,14000
280,"Rs. 1,44,000",Used,12/8/2015,888,Kathmandu,Standard,2012,Bajaj,Pulsar 150,150,53,30000
281,"Rs. 1,35,000",Used,12/8/2015,492,Kathmandu,Standard,2011,Bajaj,Pulsar 150,150,51,25500
282,"Rs. 2,25,000",Used,12/8/2015,151,Kathmandu,Cruiser,2014,Bajaj,Avenger,220,64,7000
283,"Rs. 1,75,000",Used,10/8/2015,256,Kathmandu,Cruiser,2011,Bajaj,Avenger,220,50,20000
284,"Rs. 1,75,000",Used,9/8/2015,247,Madhyapur Thimi,Standard,2013,Bajaj,Pulsar 150,150,60,18000
285,"Rs. 1,70,000",Used,16/7/2017,170,Kathmandu,Cruiser,2014,Bajaj,Avenger,220,59,18000
286,"Rs. 1,75,000",Used,7/8/2015,91,Madhyapur Thimi,Standard,2013,Bajaj,Pulsar 150,150,60,18000
287,"Rs. 95,000",Used,6/8/2015,625,Kathmandu,Standard,2009,Bajaj,Pulsar 180,180,37,44000
288,Contact Seller,Used,3/8/2015,347,Kathmandu,Sportsbike,2015,Bajaj,Pulsar 200NS,200,6060,1500
