,price,Condition ,Date ,Views ,City,Motorbike Type ,Make Year,Make,Model,Engine size (cc),Lot No.,Kilometers
1154,"Rs. 1,25,000",Used,28/5/2015,574,Kathmandu,Scooter,2012,Honda,Dio,109,52,8500
1155,"Rs. 58,000",Used,6/4/2015,189,Kathmandu,Scooter,2008,Honda,Dio,109,30,
1156,"Rs. 60,000",Used,7/4/2015,3345,Kathmandu,Other,,Honda,Other,125,5,
1157,"Rs. 75,000",Used,5/4/2015,23107,Kathmandu,Scooter,2011,Honda,Dio,109,43,
1158,"Rs. 90,000",Used,3/4/2015,170,Kathmandu,Standard,2007,Honda,Shine,125,27,22000
1159,"Rs. 1,40,000",Used,2/4/2015,408,Kathmandu,Scooter,2014,Honda,Dio,109,9,9000
1160,"Rs. 86,090",Used,1/4/2015,1280,Kathmandu,Other,1987,Honda,Other,50,6,
1161,"Rs. 60,000",Used,31/3/2015,424,Kathmandu,Standard,2007,Honda,Shine,125,22,58000
1162,"Rs. 1,49,000",Used,31/3/2015,65,Kathmandu,Standard,2012,Honda,CB Unicorn,149,51,20000
1163,"Rs. 1,30,000",Used,30/3/2015,127,Lalitpur,Scooter,2013,Honda,Dio,110,55,2700
1164,"Rs. 1,35,000",Used,30/3/2015,55,Kathmandu,Standard,2010,Honda,CB Unicorn,149,2010,28000
1165,"Rs. 4,50,000",Used,29/3/2015,243,Kathmandu,Off Road,2012,Honda,Tornado,250,42,18000
1166,"Rs. 80,000",Used,29/3/2015,257,Kathmandu,Scooter,2011,Honda,Dio,109,45,21000
1167,"Rs. 50,000",Used,29/3/2015,432,Kathmandu,Scooter,,Honda,Dio,109,40,
1168,"Rs. 1,80,000",Used,29/3/2015,57,Kathmandu,Standard,2011,Honda,CBF Stunner,125,46,13000
1169,"Rs. 90,000",Used,27/3/2015,246,Kirtipur,Standard,2008,Honda,CBF Stunner,125,31,40000
1170,"Rs. 1,40,000",Used,25/3/2015,128,Kathmandu,Scooter,2015,Honda,Dio,109,60,8000
1171,"Rs. 1,05,000",Used,24/3/2015,187,Kathmandu,Scooter,2011,Honda,Dio,109,45,18200
1172,"Rs. 1,30,000",Used,25/3/2015,647,Kathmandu,Scooter,2013,Honda,Dio,109,57,4500
1173,"Rs. 1,80,000",Used,24/3/2015,40,Kathmandu,Standard,2011,Honda,Unicorn,150,47,
1174,"Rs. 1,25,000",Used,24/3/2015,156,Kathmandu,Standard,2010,Honda,Shine,125,41,
1175,"Rs. 1,15,000",Used,23/3/2015,277,Kathmandu,Standard,2011,Honda,CB Unicorn,150,44,22000
1176,"Rs. 1,10,000",Used,23/3/2015,151,Kathmandu,Standard,2009,Honda,Shine,125,38,40000
1177,"Rs. 1,80,000",Used,23/3/2015,70,Kathmandu,Standard,2012,Honda,Unicorn,150,52,8000
1178,"Rs. 1,18,000",Used,23/3/2015,151,Lalitpur,Scooter,2012,Honda,Aviator,109,53,6000
1179,"Rs. 7,15,000",Used,24/3/2015,5120,Lalitpur,Sportsbike,1996,Honda,CBR400RR,400,21,21000
1180,"Rs. 1,70,000",Used,23/3/2015,126,Kathmandu,Standard,2012,Honda,CB Unicorn,150,51,15692
1181,"Rs. 1,55,000",Used,19/3/2015,128,Kathmandu,Standard,2012,Honda,CB Shine,125,55,11000
1182,"Rs. 85,000",Used,19/3/2015,251,Kathmandu,Standard,2007,Honda,Shine,125,27,30000
1183,"Rs. 6,25,000",Used,18/3/2015,2049,Kathmandu,Off Road,2012,Honda,Tornado,250,42,18000
1184,"Rs. 1,15,000",Used,17/3/2015,1659,Kathmandu,Scooter,2012,Honda,Aviator,109,51,18065
1185,"Rs. 1,05,000",Used,17/3/2015,311,Kathmandu,Scooter,2011,Honda,Dio,106,50,15000
1186,"Rs. 85,000",Used,16/3/2015,127,Kathmandu,Scooter,2009,Honda,Dio,109,45,
1187,"Rs. 1,10,000",Used,16/3/2015,75,Kathmandu,Standard,2009,Honda,Unicorn,150,46,
1188,"Rs. 1,30,000",Used,15/3/2015,409,Kathmandu,Scooter,2009,Honda,Activa,150,39,29000
1189,"Rs. 1,35,000",Used,13/3/2015,92,Kathmandu,Standard,2010,Honda,Unicorn,150,35,20800
1190,"Rs. 1,10,000",Used,12/3/2015,209,Kathmandu,Scooter,2013,Honda,Dio,109,52,20000
1191,"Rs. 1,05,000",Used,12/3/2015,75,Kathmandu,Standard,2009,Honda,Unicorn,150,38,25000
1192,"Rs. 1,60,000",Used,11/3/2015,522,Kathmandu,Scooter,2014,Honda,Aviator,109,63,2300
1193,"Rs. 99,990",Used,11/3/2015,50,Kathmandu,Standard,2008,Honda,Unicorn,150,32,33000
1194,"Rs. 65,000",Used,10/3/2015,156,Kathmandu,Scooter,2008,Honda,Dio,109,32,34000
1195,"Rs. 89,000",Used,8/3/2015,67,Kathmandu,Standard,2009,Honda,CBF Stunner,125,34,40000
1196,"Rs. 8,00,000",Used,7/3/2015,3912,Kathmandu,Cruiser,1996,Honda,Shadow,750,23,10400
1197,"Rs. 1,30,000",Used,6/3/2015,1703,Kathmandu,Standard,2011,Honda,CB Unicorn,150,45,25000
1198,"Rs. 1,80,000",Used,6/3/2015,379,Kathmandu,Standard,2014,Honda,CB Trigger,150,62,9000
1199,"Rs. 2,45,000",Used,8/3/2016,4714,Kathmandu,Off Road,1982,Honda,XL185,185,3,
1200,"Rs. 2,45,000",Used,4/3/2015,139,Kathmandu,Off Road,1982,Honda,XL185,185,3,
1201,"Rs. 1,15,000",Used,2/3/2015,56,Kathmandu,Standard,2009,Honda,Shine,125,32,30000
1202,"Rs. 1,75,000",Used,10/4/2015,389,Kathmandu,Standard,2014,Honda,Unicorn,150,61,12000
1203,"Rs. 70,000",Used,27/2/2015,108,Chanauli,Standard,2008,Honda,Shine,125,11,60000
1204,"Rs. 2,25,000",Used,27/2/2015,126,Kirtipur,Other,1986,Honda,Other,125,5,
1205,"Rs. 3,75,000",Used,27/2/2015,2030,Kathmandu,Off Road,1999,Honda,XL185,185,8,7000
1206,"Rs. 1,30,000",Used,26/2/2015,555,Kathmandu,Standard,2010,Honda,CB Unicorn,150,43,19000
1207,"Rs. 4,25,000",Used,26/3/2015,111,Kathmandu,Sportsbike,2014,Honda,CBR 250R,250,61,11777
1208,"Rs. 15,000",Used,21/2/2015,335,Kathmandu,Standard,2012,Honda,CB Unicorn,150,50,25000
1209,"Rs. 99,999",Used,20/2/2015,651,Kathmandu,Standard,2007,Honda,Shine,125,27,19450
1210,"Rs. 1,40,000",Used,19/2/2015,56,Kathmandu,Standard,2010,Honda,CB Unicorn,149,42,20000
1211,"Rs. 1,85,000",Used,14/2/2015,73,Kathmandu,Standard,2013,Honda,CB Unicorn,149,57,9000
1212,"Rs. 1,80,000",Used,13/2/2015,78,Kathmandu,Standard,2013,Honda,CB Unicorn,149,57,9000
1213,Contact Seller,Used,13/2/2015,578,Kathmandu,Standard,,Honda,Dream Yuga,110,55,4000
1214,"Rs. 65,000",Used,13/2/2015,2201,Kathmandu,Scooter,2009,Honda,Dio,110,33,31000
1215,"Rs. 1,70,000",Used,11/2/2015,313,Kathmandu,Standard,2013,Honda,CB Unicorn,149,57,16800
1216,"Rs. 80,000",Used,12/2/2015,3196,Kathmandu,Scooter,2009,Honda,Aviator,108,32,19000
1217,"Rs. 2,45,000",Used,12/2/2015,9079,Kathmandu,Off Road,1991,Honda,XL185,185,2,70000
1218,"Rs. 1,10,000",Used,11/4/2015,103,Bharatpur,Standard,2011,Honda,CB Shine,125,18,30500
1219,"Rs. 1,45,000",Used,9/2/2015,152,Kathmandu,Scooter,2014,Honda,Dio,110,61,4700
1220,"Rs. 72,000",Used,8/2/2015,408,Kathmandu,Scooter,2008,Honda,Dio,109,27,22000
1221,"Rs. 1,55,000",Used,8/2/2015,904,Kathmandu,Standard,2013,Honda,Unicorn,150,51,16500
1222,"Rs. 90,000",Used,7/2/2015,265,,Scooter,2013,Honda,Dio,110,,7000
1223,"Rs. 55,000",Used,6/2/2015,208,Kathmandu,Standard,2004,Honda,Shine,125,23,45000
1224,Contact Seller,Used,26/10/2016,2372,Kathmandu,Off Road,2013,Honda,CRF250L,121,12,121213
1225,"Rs. 1,40,000",Used,8/2/2015,295,Kathmandu,Scooter,2014,Honda,Dio,109,62,10000
1226,"Rs. 4,00,000",Used,5/2/2015,793,Kathmandu,Sportsbike,2011,Honda,CBR 250R,249,48,16000
1227,"Rs. 1,15,000",Used,4/2/2015,535,Kathmandu,Standard,2011,Honda,CBF Stunner,125,46,11800
1228,"Rs. 80,000",Used,4/2/2015,821,Kathmandu,Scooter,2009,Honda,Dio,109,33,26600
1229,"Rs. 80,000",Used,9/2/2015,430,Kathmandu,Standard,2007,Honda,Unicorn,150,29,12000
1230,"Rs. 1,10,000",Used,2/2/2015,249,Kathmandu,Standard,2011,Honda,Shine,125,48,21000
1231,"Rs. 1,05,000",Used,1/2/2015,135,Lalitpur,Scooter,2011,Honda,Aviator,109,49,18000
1232,"Rs. 1,15,000",Used,31/1/2015,180,Kathmandu,Standard,2009,Honda,Unicorn,150,37,48000
1233,"Rs. 1,45,000",Used,30/1/2015,471,Lalitpur,Standard,2012,Honda,CB Unicorn,150,50,20000
1234,"Rs. 1,35,000",Used,29/1/2015,2743,Kathmandu,Scooter,2012,Honda,Dio,109,55,12000
1235,"Rs. 1,22,000",Used,28/1/2015,1332,Kathmandu,Scooter,2011,Honda,Dio,109,52,16921
1236,"Rs. 1,75,000",Used,26/1/2015,406,Kathmandu,Scooter,2014,Honda,Aviator,110,65,
1237,"Rs. 1,25,000",Used,20/1/2015,532,Kathmandu,Scooter,2014,Honda,Dio,110,58,9700
1238,"Rs. 6,50,000",Used,19/1/2015,7100,Kathmandu,Off Road,2013,Honda,CRF250L,250,56,
1239,"Rs. 75,004",Used,6/1/2016,518,Kathmandu,Scooter,2010,Honda,Dio,102,40,17000
1240,"Rs. 5,00,000",Used,17/1/2015,1572,Kathmandu,Other,1989,Honda,Other,400,27,50000
1241,"Rs. 3,70,000",Used,17/1/2015,2675,Kathmandu,Off Road,2014,Honda,XR125L,125,64,3000
1242,"Rs. 1,30,000",Used,17/1/2015,871,Kathmandu,Scooter,2013,Honda,Dio,109,56,7100
1243,"Rs. 1,20,000",Used,15/1/2015,94,Kathmandu,Scooter,2010,Honda,Aviator,109,42,23000
1244,"Rs. 95,000",Used,15/1/2015,437,Kathmandu,Standard,,Honda,CBF Stunner,125,41,33000
1245,"Rs. 1,50,000",Used,14/1/2015,129,Kathmandu,Scooter,2014,Honda,Dio,100,63,1450
1246,"Rs. 95,000",Used,13/1/2015,69,Kathmandu,Standard,2010,Honda,Unicorn,150,30,61000
1247,"Rs. 3,90,000",Used,12/1/2015,2203,Kathmandu,Standard,2011,Honda,NXR150,150,46,20000
1248,"Rs. 3,20,000",Used,12/1/2015,10777,Kathmandu,Sportsbike,2011,Honda,CBR 250,250,25,12500
1249,"Rs. 1,10,000",Used,12/1/2015,483,,Other,2010,Honda,Other,150,3,40
1250,"Rs. 1,20,000",Used,11/1/2015,91,Kathmandu,Standard,2009,Honda,Shine,125,35,20000
1251,"Rs. 5,75,000",Used,11/1/2015,5543,Kathmandu,Off Road,2010,Honda,Tornado,250,42,25000
1252,"Rs. 3,25,000",Used,12/1/2015,1161,Kathmandu,Sportsbike,2011,Honda,CBR 250R,250,49,30000
1253,"Rs. 3,40,000",Used,9/1/2015,747,Kathmandu,Sportsbike,2011,Honda,CBR 250R,250,50,21000
1254,"Rs. 1,40,000",Used,6/1/2015,71,Pathari,Standard,2012,Honda,Shine,125,13,35000
1255,"Rs. 1,50,000",Used,6/1/2015,516,Lalitpur,Standard,2011,Honda,CB Unicorn,150,45,19000
1256,"Rs. 1,20,000",Used,4/1/2015,3205,Kathmandu,Standard,2010,Honda,Unicorn,150,39,43000
1257,"Rs. 87,000",Used,2/1/2015,1310,Kathmandu,Standard,,Honda,CBF Stunner,125,35,35000
1258,"Rs. 1,10,000",Used,1/1/2015,67,Lalitpur,Standard,2010,Honda,Unicorn,150,39,30000
1259,"Rs. 89,998",Used,31/12/2014,426,Kathmandu,Scooter,2011,Honda,Dio,102,48,102
1260,"Rs. 90,000",Used,31/12/2014,500,Kathmandu,Scooter,2011,Honda,Dio,100,42,13500
1261,"Rs. 85,000",Used,15/12/2014,514,Kathmandu,Scooter,,Honda,Dio,109,47,
1262,"Rs. 8,60,000",Used,13/12/2014,1052,Kathmandu,Sportsbike,2001,Honda,CBR 600,600,19,18000
1263,"Rs. 3,90,000",Used,14/12/2014,1049,Kathmandu,Sportsbike,2011,Honda,CBR 250R,250,49,16000
1264,"Rs. 85,000",Used,2/12/2014,278,Kathmandu,Standard,2010,Honda,CBF Stunner,125,39,30000
1265,"Rs. 2,95,000",Used,30/11/2014,1779,,Sportsbike,2011,Honda,CBR 250,250,19,17000
1266,"Rs. 1,10,000",Used,18/11/2014,199,Kathmandu,Standard,2010,Honda,CB Unicorn,150,40,30000
1267,"Rs. 80,000",Used,16/11/2014,47,Kathmandu,Standard,2009,Honda,CBF Stunner,125,40,30700
1268,"Rs. 1,45,000",Used,14/11/2014,46,Lalitpur,Standard,2011,Honda,Unicorn,150,45,25000
1269,"Rs. 75,000",Used,14/11/2014,3835,Pokhara,Scooter,2010,Honda,Dio,102,6,14500
1270,"Rs. 4,50,000",Used,14/11/2014,1105,Kathmandu,Sportsbike,2014,Honda,CBR 250R,250,58,2600
1271,"Rs. 1,48,000",Used,12/11/2014,25,Kathmandu,Standard,2010,Honda,CB Unicorn,150,44,28000
1272,"Rs. 1,42,900",Used,19/12/2014,141,Kathmandu,Standard,2012,Honda,CB Shine,125,51,12000
1273,"Rs. 90,000",Used,11/11/2014,86,Kathmandu,Standard,2010,Honda,CBF Stunner,125,40,30500
1274,"Rs. 1,55,000",Used,10/11/2014,84,Kathmandu,Standard,2011,Honda,CB Unicorn,150,45,25000
1275,"Rs. 1,79,999",Used,11/11/2014,135,Kathmandu,Standard,2012,Honda,CB Unicorn,150,51,23000
1276,"Rs. 92,000",Used,9/11/2014,68,Kathmandu,Standard,2008,Honda,CB Unicorn,150,31,20000
1277,"Rs. 55,000",Used,31/10/2014,257,Kathmandu,Standard,2005,Honda,Unicorn,150,19,25000
1278,"Rs. 3,40,000",Used,31/10/2014,99,Lalitpur,Sportsbike,2013,Honda,CBR 250R,250,49,8096
1279,"Rs. 50,000",Used,31/10/2014,507,Kathmandu,Scooter,2007,Honda,Dio,109,19,48357
1280,"Rs. 3,50,000",Used,27/10/2014,396,Kathmandu,Sportsbike,2012,Honda,CBR 250R,250,54,19000
1281,"Rs. 84,999",Used,21/10/2014,75,Kathmandu,Standard,2008,Honda,Shine,125,28,42000
1282,"Rs. 13,00,000",Used,21/10/2014,29595,Kathmandu,Sportsbike,2003,Honda,CBR600RR,600,17,8150
1283,"Rs. 14,00,000",Used,17/10/2014,1173,Kathmandu,Sportsbike,2007,Honda,CBR600RR,600,24,24200
1284,"Rs. 1,30,000",Used,13/10/2014,34,Kathmandu,Standard,2009,Honda,Unicorn,150,38,25000
1285,"Rs. 1,45,000",Used,19/10/2014,112,Banepa,Standard,2011,Honda,CB Unicorn,150,47,29000
1286,Contact Seller,Used,12/10/2014,155,Janakpur,Standard,2012,Honda,Shine,125,4,100000
1287,"Rs. 1,95,000",Used,29/9/2014,105,Kathmandu,Standard,2012,Honda,CB Unicorn,149,46,8710
1288,"Rs. 3,50,000",Used,28/9/2014,292,Bharatpur,Sportsbike,2011,Honda,CBR 250R,250,23,10000
1289,"Rs. 75,000",Used,25/9/2014,299,Kathmandu,Standard,2007,Honda,Shine,125,26,3
1290,"Rs. 1,70,000",Used,25/9/2014,59,Kathmandu,Standard,2014,Honda,CB Unicorn,149,51,15000
1291,"Rs. 84,000",Used,25/9/2014,66,Kathmandu,Scooter,,Honda,Dio,109,41,16000
1292,"Rs. 82,000",Used,25/9/2014,97,Kathmandu,Scooter,,Honda,Dio,109,45,
1293,"Rs. 65,000",Used,24/9/2014,871,Kathmandu,Standard,2008,Honda,CBF Stunner,125,31,30000
1294,"Rs. 1,30,000",Used,23/9/2014,245,Kathmandu,Standard,2011,Honda,CB Unicorn,150,45,30000
1295,"Rs. 85,000",Used,23/9/2014,217,Kathmandu,Standard,2010,Honda,CBF Stunner,125,31,30785
1296,"Rs. 1,50,000",Used,23/9/2014,62,Kathmandu,Standard,2012,Honda,CB Unicorn,150,51,13958
1297,"Rs. 1,25,000",Used,23/9/2014,94,Kathmandu,Scooter,2012,Honda,Dio,110,52,9300
1298,"Rs. 1,30,000",Used,23/9/2014,61,Kathmandu,Standard,2009,Honda,Unicorn,150,38,36800
1299,"Rs. 3,40,000",Used,14/9/2014,711,Kathmandu,Sportsbike,2012,Honda,CBR 250R,250,49,5300
1300,"Rs. 16,99,900",New,5/8/2014,20885,Kathmandu,Sportsbike,2015,Honda,CB 600F Hornet,600,,
1301,"Rs. 1,20,000",Used,14/6/2014,189,Kathmandu,Standard,2009,Honda,Unicorn,150,37,28035
1302,"Rs. 1,20,000",Used,14/6/2014,1687,Kathmandu,Standard,2010,Honda,Shine,125,42,26902
1303,"Rs. 1,20,000",Used,14/6/2014,57,Kathmandu,Scooter,2012,Honda,Dio,110,50,16710
1304,"Rs. 95,000",Used,15/6/2014,67,Kathmandu,Scooter,2010,Honda,Dio,110,45,22188
1305,"Rs. 1,05,000",Used,13/6/2014,639,Kathmandu,Scooter,2011,Honda,Dio,110,48,11000
1306,"Rs. 1,05,000",Used,12/6/2014,81,Kathmandu,Scooter,2012,Honda,Dio,110,49,15000
1307,"Rs. 1,07,000",Used,12/6/2014,73,Kathmandu,Scooter,2012,Honda,Dio,110,50,13000
1308,"Rs. 90,000",Used,12/6/2014,798,Kathmandu,Scooter,2010,Honda,Dio,110,41,29000
1309,"Rs. 1,05,000",Used,12/6/2014,2478,Kathmandu,Standard,2009,Honda,Shine,125,41,35000
1310,"Rs. 1,50,000",Used,12/6/2014,294,Kathmandu,Standard,2011,Honda,CB Unicorn,150,45,25000
1311,"Rs. 11,00,000",Used,8/6/2014,6152,Kathmandu,Sportsbike,2004,Honda,CBR600RR,600,21,22345
1312,"Rs. 5,67,000",New,4/9/2015,2501,Kathmandu,Sportsbike,2015,Honda,CBR 250R,250,,
1313,"Rs. 5,19,000",New,17/2/2015,6038,Kathmandu,Sportsbike,2015,Honda,CBR 250R,250,,
1314,"Rs. 8,90,000",New,17/2/2015,26809,Kathmandu,Off Road,2015,Honda,CRF250L,250,,
1315,"Rs. 3,90,000",New,5/8/2014,20247,Kathmandu,Off Road,2015,Honda,XR125L,125,,
1316,"Rs. 1,64,900",New,6/6/2014,4651,Kathmandu,Standard,2015,Honda,Dream Yuga,109,,
1317,"Rs. 1,84,900",New,17/2/2015,7065,Kathmandu,Standard,2015,Honda,CB Twister,109,,
1318,"Rs. 4,92,000",New,28/7/2015,3454,Kathmandu,Sportsbike,2015,Honda,CBR 250R,249,,
1319,"Rs. 5,90,000",New,28/7/2015,12836,Kathmandu,Sportsbike,2015,Honda,CBR 250R,249,,
1320,"Rs. 2,29,900",New,17/2/2015,23741,Kathmandu,Standard,2015,Honda,CB Trigger,149,,
1321,"Rs. 1,93,900",New,17/2/2015,31638,Kathmandu,Standard,2015,Honda,CB Shine,125,,
1322,"Rs. 5,99,000",New,17/2/2015,9096,Kathmandu,Sportsbike,2015,Honda,CBR 250R,250,,
1323,"Rs. 1,72,900",New,30/7/2015,93659,Kathmandu,Scooter,2015,Honda,Dio,109,,
1324,"Rs. 1,95,900",New,4/9/2015,9095,Kathmandu,Standard,2015,Honda,CBF Stunner,125,,
1325,"Rs. 2,24,900",New,4/9/2015,16681,Kathmandu,Standard,2015,Honda,CB Unicorn,149,,
1326,"Rs. 1,87,900",New,17/2/2015,6141,Kathmandu,Standard,2015,Honda,CB Shine,125,,
1327,"Rs. 1,80,900",New,17/2/2015,30606,Kathmandu,Scooter,2015,Honda,Aviator,109,,
1328,"Rs. 1,59,900",New,17/2/2015,9351,Kathmandu,Scooter,2015,Honda,Activa,109,,
1329,"Rs. 3,00,000",Used,10/9/2020,118,Kathmandu,Sportsbike,2016,KTM,RC 390,390,67,35
1330,"Rs. 3,70,000",Used,31/7/2020,150,Kathmandu,Sportsbike,2017,KTM,RC 390,390,86,19000
1331,"Rs. 3,59,999",Used,26/7/2020,80,Pokhara,Sportsbike,2016,KTM,Duke 390,390,12,22452
1332,"Rs. 3,59,999",Used,26/7/2020,49,Pokhara,Sportsbike,2016,KTM,Duke 390,390,12,22452
1333,"Rs. 5,15,000",Used,26/7/2020,83,Kathmandu,Other,2018,KTM,Other,250,99,5200
1334,"Rs. 3,00,000",Used,26/3/2017,1439,Bharatpur,Sportsbike,2016,KTM,Duke 200,200,71,16000
1335,"Rs. 3,80,000",Used,26/5/2017,681,Pokhara,Sportsbike,2015,KTM,RC 200,200,10,15000
1336,"Rs. 5,50,000",Used,23/3/2017,296,Lalitpur,Sportsbike,2016,KTM,RC 390,390,8,2000
1337,"Rs. 4,30,000",Used,21/3/2017,498,Kathmandu,Sportsbike,2016,KTM,Duke 390,390,77,11300
1338,"Rs. 4,70,000",Used,20/3/2017,249,Kathmandu,Sportsbike,2016,KTM,Duke 390,390,77,11300
1339,"Rs. 3,15,000",Used,17/3/2017,463,Kathmandu,Sportsbike,2014,KTM,Duke 200,200,64,13000
1340,"Rs. 3,30,000",Used,15/3/2017,445,Kathmandu,Sportsbike,2015,KTM,Duke 200,200,69,19000
1341,"Rs. 3,00,000",Used,14/3/2017,273,Parsa Bazaar,Sportsbike,2014,KTM,RC 200,200,38,14000
1342,"Rs. 5,00,000",Used,13/3/2017,1202,Kathmandu,Sportsbike,2014,KTM,RC 390,390,68,20000
1343,"Rs. 3,50,000",Used,28/2/2017,697,Narayanghat,Sportsbike,2016,KTM,Duke 200,200,70,14500
1344,Contact Seller,Used,15/2/2017,157,Pokhara,Sportsbike,2016,KTM,Duke 390,390,1165,6000
1345,"Rs. 3,50,000",Used,12/2/2017,111,Kathmandu,Sportsbike,2016,KTM,Duke 200,200,68,15000
1346,"Rs. 5,90,000",Used,8/2/2017,450,Kathmandu,Sportsbike,2016,KTM,Duke 200,390,73,3100
1347,"Rs. 5,00,000",Used,8/2/2017,279,Kathmandu,Sportsbike,2016,KTM,RC 200,200,73,4500
1348,"Rs. 3,70,000",Used,6/2/2017,274,Lalitpur,Sportsbike,2015,KTM,Duke 200,200,73,8565
1349,"Rs. 3,75,000",Used,5/2/2017,394,Kathmandu,Sportsbike,2015,KTM,Duke 200,200,71,8000
1350,"Rs. 5,30,000",Used,4/2/2017,459,Kathmandu,Sportsbike,2015,KTM,Duke 390,390,64,1500
1351,"Rs. 3,65,000",Used,3/2/2017,675,Kathmandu,Sportsbike,2015,KTM,RC 200,200,69,23000
1352,"Rs. 3,65,000",Used,1/2/2017,68,Kathmandu,Sportsbike,2015,KTM,Duke 200,200,72,8500
1353,"Rs. 3,15,000",Used,24/1/2017,543,Kathmandu,Sportsbike,2013,KTM,Duke 200,200,8,13000
1354,"Rs. 6,15,000",Used,24/1/2017,492,Pokhara,Sportsbike,2015,KTM,RC 390,390,10,1500
1355,"Rs. 5,00,000",Used,23/1/2017,424,Kathmandu,Sportsbike,2013,KTM,Duke 390,373,60,6500
1356,"Rs. 5,25,000",Used,29/12/2016,71,Kathmandu,Sportsbike,2014,KTM,Duke 390,390,69,7500
1357,"Rs. 3,05,000",Used,29/12/2016,1007,Kathmandu,Sportsbike,2014,KTM,Duke 200,200,61,16000
1358,"Rs. 6,00,000",Used,22/12/2016,328,Nepalgunj,Sportsbike,2015,KTM,RC 390,373,5,12000
1359,"Rs. 4,50,000",Used,17/12/2016,344,Kathmandu,Sportsbike,2014,KTM,Duke 390,390,62,11000
1360,"Rs. 2,85,000",Used,13/12/2016,1277,Kathmandu,Sportsbike,2012,KTM,Duke 200,200,54,26000
1361,"Rs. 3,60,000",Used,26/11/2016,874,Kathmandu,Sportsbike,2015,KTM,Duke 200,200,70,16500
1362,Contact Seller,Used,26/11/2016,101,Kathmandu,Sportsbike,2015,KTM,Duke 390,390,63,19000
1363,"Rs. 2,85,000",Used,17/11/2016,1282,Dharan,Sportsbike,2013,KTM,Duke 200,200,23,10645
1364,"Rs. 3,85,000",Used,15/11/2016,1068,Lalitpur,Sportsbike,2016,KTM,Duke 200,200,69,13769
1365,"Rs. 3,60,000",Used,12/11/2016,349,Kathmandu,Sportsbike,2015,KTM,Duke 200,200,69,13900
1366,"Rs. 5,20,000",Used,6/11/2016,393,Pokhara,Sportsbike,2015,KTM,Duke 390,390,67,19000
1367,"Rs. 4,70,000",Used,27/10/2016,306,Pokhara,Sportsbike,2015,KTM,RC 200,200,11,10000
1368,"Rs. 4,95,000",Used,25/10/2016,288,Lalitpur,Sportsbike,2015,KTM,Duke 390,390,69,10900
1369,"Rs. 4,70,000",Used,12/4/2017,553,Kathmandu,Sportsbike,2016,KTM,RC 200,200,73,3500
1370,"Rs. 2,70,000",Used,4/10/2016,207,Trishuli,Sportsbike,2014,KTM,Duke 200,200,59,17500
1371,"Rs. 5,70,000",Used,1/10/2016,426,Kathmandu,Sportsbike,2016,KTM,RC 390,373,71,1200
1372,"Rs. 5,10,000",Used,30/9/2016,369,Kathmandu,Sportsbike,2014,KTM,Duke 390,390,64,3700
1373,"Rs. 4,80,000",Used,25/9/2016,525,Lalitpur,Sportsbike,2015,KTM,Duke 390,390,69,10100
1374,"Rs. 4,20,000",Used,23/9/2016,462,Bharatpur,Sportsbike,2016,KTM,Duke 200,200,75,431
1375,"Rs. 3,80,000",Used,21/9/2016,112,Kathmandu,Sportsbike,2015,KTM,Duke 200,200,70,8000
1376,"Rs. 5,00,000",Used,21/9/2016,99,Kathmandu,Sportsbike,2014,KTM,RC 390,390,67,14000
1377,"Rs. 5,00,000",Used,21/9/2016,53,Kathmandu,Sportsbike,2014,KTM,RC 390,390,67,14000
1378,"Rs. 5,30,000",Used,20/9/2016,540,Bhaktapur,Sportsbike,2014,KTM,RC 390,390,66,15000
1379,Rs. 4.00,Used,19/9/2016,760,Chanauli,Sportsbike,2015,KTM,Duke 200,200,63,9500
1380,"Rs. 4,80,000",Used,18/9/2016,286,Kathmandu,Sportsbike,2015,KTM,RC 390,390,69,7000
1381,"Rs. 3,60,000",Used,15/9/2016,639,Kathmandu,Sportsbike,2015,KTM,Duke 200,200,5,8000
1382,"Rs. 4,60,000",Used,8/9/2016,578,Hetauda,Sportsbike,2016,KTM,RC 200,200,39,6000
1383,"Rs. 4,60,000",Used,7/9/2016,288,Bharatpur,Sportsbike,2016,KTM,RC 200,200,69,8500
1384,"Rs. 2,75,000",Used,6/9/2016,1284,Kathmandu,Sportsbike,2012,KTM,Duke 200,200,51,15000
1385,Contact Seller,Used,1/9/2016,124,Kathmandu,Sportsbike,2015,KTM,Duke 390,390,65,6000
1386,"Rs. 4,30,000",Used,31/8/2016,493,Lalitpur,Sportsbike,2015,KTM,RC 200,200,69,10000
1387,"Rs. 4,05,000",Used,26/9/2016,494,Kathmandu,Sportsbike,2015,KTM,RC 200,200,69,9000
1388,"Rs. 3,10,000",Used,26/8/2016,636,Dharan,Sportsbike,2012,KTM,Duke 200,200,23,10000
1389,"Rs. 3,15,000",Used,20/8/2016,474,Butwal,Sportsbike,2014,KTM,Duke 200,200,20,13000
1390,"Rs. 2,90,000",Used,13/8/2016,143,Bhairahawa,Sportsbike,2015,KTM,Duke 200,200,,10000
1391,"Rs. 4,70,000",Used,12/8/2016,360,Kathmandu,Sportsbike,2015,KTM,RC 200,200,71,5000
1392,"Rs. 3,60,000",Used,11/8/2016,77,Kathmandu,Sportsbike,2015,KTM,Duke 200,200,68,15000
1393,"Rs. 4,65,000",Used,7/8/2016,422,Kathmandu,Sportsbike,2016,KTM,RC 200,200,72,4100
